Time,Country,Weights,Event,Actual,Forecast,Previous,Actual_numeric,Forecast_numeric,Previous_numeric
2016-06-15 16:30:00,USD,3,Zapasy ropy naftowej,"-0,933M","-2,260M","-3,226M",-933000.0,-2260000.0,-3226000.0
2016-06-15 20:00:00,USD,3,Decyzja w sprawie stóp procentowych,"0,50%","0,50%","0,50%",0.50%,0.50%,0.50%
2016-06-16 14:30:00,USD,3,Bazowy wskaźnik CPI (m/m)  ,"0,2%","0,2%","0,2%",0.2%,0.2%,0.2%
2016-06-16 14:30:00,USD,3,Wskaźnik CPI (r/r)  ,"1,0%","1,1%","1,1%",1.0%,1.1%,1.1%
2016-06-16 14:30:00,USD,3,Wskaźnik CPI (m/m)  ,"0,2%","0,3%","0,4%",0.2%,0.3%,0.4%
2016-06-16 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,277K,270K,264K,277000.0,270000.0,264000.0
2016-06-16 14:30:00,USD,3,Wskaźnik przemysłowy wg Fed z Filadelfii  ,"4,7","1,1","-1,8",4.7,1.1,-1.8
2016-06-22 16:00:00,USD,3,Sprzedaż domów na rynku wtórnym  ,"5,53M","5,54M","5,43M",5530000.0,5540000.0,5430000.0
2016-06-22 16:30:00,USD,3,Zapasy ropy naftowej,"-0,917M","-1,671M","-0,933M",-917000.0,-1671000.0,-933000.0
2016-06-23 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,259K,270K,277K,259000.0,270000.0,277000.0
2016-06-23 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"51,4","50,8","50,7",51.4,50.8,50.7
2016-06-23 16:00:00,USD,3,Sprzedaż nowych nieruchomości  ,551K,560K,586K,551000.0,560000.0,586000.0
2016-06-27 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"51,3","52,0","51,3",51.3,52.0,51.3
2016-06-28 14:30:00,USD,3,PKB (k/k)  (Q1),"1,1%","1,0%","0,8%",1.1%,1.0%,0.8%
2016-06-28 16:00:00,USD,3,Wskaźnik zaufania konsumentów wg Conference Board  ,"98,0","93,3","92,4",98.0,93.3,92.4
2016-06-29 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (PCE) (m/m)  ,"0,2%","0,2%","0,2%",0.2%,0.2%,0.2%
2016-06-29 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (Core PCE) (r/r)  ,"1,6%","1,6%","1,6%",1.6%,1.6%,1.6%
2016-06-29 16:30:00,USD,3,Zapasy ropy naftowej,"-4,053M","-2,365M","-0,917M",-4053000.0,-2365000.0,-917000.0
2016-06-30 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,268K,267K,258K,268000.0,267000.0,258000.0
2016-07-01 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"51,3","51,4","51,4",51.3,51.4,51.4
2016-07-01 16:00:00,USD,3,Wskaźnik ISM dla przemysłu  ,"53,2","51,4","51,3",53.2,51.4,51.3
2016-07-06 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"51,4","51,5","51,3",51.4,51.5,51.3
2016-07-06 16:00:00,USD,3,Wskaźnik ISM dla usług  ,"56,5","53,3","52,9",56.5,53.3,52.9
2016-07-07 14:15:00,USD,3,Zmiana pozarolniczego zatrudnienia ADP  ,172K,159K,168K,172000.0,159000.0,168000.0
2016-07-07 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,254K,270K,270K,254000.0,270000.0,270000.0
2016-07-07 17:00:00,USD,3,Zapasy ropy naftowej,"-2,223M","-2,250M","-4,053M",-2223000.0,-2250000.0,-4053000.0
2016-07-08 14:30:00,USD,3,Przeciętne godzinowe wynagrodzenie (m/m)  ,"0,1%","0,2%","0,2%",0.1%,0.2%,0.2%
2016-07-08 14:30:00,USD,3,Zmiana zatrudnienia w sektorach pozarolniczych  ,287K,175K,11K,287000.0,175000.0,11000.0
2016-07-08 14:30:00,USD,3,Stopa bezrobocia  ,"4,9%","4,8%","4,7%",4.9%,4.8%,4.7%
2016-07-12 16:00:00,USD,3,Badanie ofert pracy i rotacji pracowników (JOLTS) - USA  ,"5,500M","5,700M","5,845M",5500000.0,5700000.0,5845000.0
2016-07-13 16:30:00,USD,3,Zapasy ropy naftowej,"-2,546M","-2,950M","-2,223M",-2546000.0,-2950000.0,-2223000.0
2016-07-14 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,254K,265K,254K,254000.0,265000.0,254000.0
2016-07-14 14:30:00,USD,3,Wskaźnik PPI (m/m)  ,"0,5%","0,3%","0,4%",0.5%,0.3%,0.4%
2016-07-15 14:30:00,USD,3,Bazowy wskaźnik CPI (m/m)  ,"0,2%","0,2%","0,2%",0.2%,0.2%,0.2%
2016-07-15 14:30:00,USD,3,Bazowa sprzedaż detaliczna (m/m)  ,"0,7%","0,4%","0,4%",0.7%,0.4%,0.4%
2016-07-15 14:30:00,USD,3,Wskaźnik CPI (m/m)  ,"0,2%","0,3%","0,2%",0.2%,0.3%,0.2%
2016-07-15 14:30:00,USD,3,Wskaźnik CPI (r/r)  ,"1,0%","1,1%","1,0%",1.0%,1.1%,1.0%
2016-07-15 14:30:00,USD,3,Sprzedaż detaliczna (m/m)  ,"0,6%","0,1%","0,2%",0.6%,0.1%,0.2%
2016-07-20 16:30:00,USD,3,Zapasy ropy naftowej,"-2,342M","-2,100M","-2,546M",-2342000.0,-2100000.0,-2546000.0
2016-07-21 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,253K,265K,254K,253000.0,265000.0,254000.0
2016-07-21 14:30:00,USD,3,Wskaźnik przemysłowy wg Fed z Filadelfii  ,"-2,9","5,0","4,7",-2.9,5.0,4.7
2016-07-21 16:00:00,USD,3,Sprzedaż domów na rynku wtórnym  ,"5,57M","5,48M","5,51M",5570000.0,5480000.0,5510000.0
2016-07-22 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"52,9","51,6","51,3",52.9,51.6,51.3
2016-07-26 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"50,9","52,0","51,4",50.9,52.0,51.4
2016-07-26 16:00:00,USD,3,Wskaźnik zaufania konsumentów wg Conference Board  ,"97,3","95,9","97,4",97.3,95.9,97.4
2016-07-26 16:00:00,USD,3,Sprzedaż nowych nieruchomości  ,592K,560K,572K,592000.0,560000.0,572000.0
2016-07-27 16:30:00,USD,3,Zapasy ropy naftowej,"1,671M","-2,257M","-2,342M",1671000.0,-2257000.0,-2342000.0
2016-07-27 20:00:00,USD,3,Decyzja w sprawie stóp procentowych,"0,50%","0,50%","0,50%",0.50%,0.50%,0.50%
2016-07-28 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,266K,260K,252K,266000.0,260000.0,252000.0
2016-07-29 14:30:00,USD,3,PKB (k/k)  (Q2),"1,2%","2,6%","0,8%",1.2%,2.6%,0.8%
2016-08-01 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"52,9","52,9","52,9",52.9,52.9,52.9
2016-08-01 16:00:00,USD,3,Wskaźnik ISM dla przemysłu  ,"52,6","53,0","53,2",52.6,53.0,53.2
2016-08-02 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (Core PCE) (r/r)  ,"1,6%","1,6%","1,6%",1.6%,1.6%,1.6%
2016-08-02 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (PCE) (m/m)  ,"0,1%","0,1%","0,2%",0.1%,0.1%,0.2%
2016-08-03 14:15:00,USD,3,Zmiana pozarolniczego zatrudnienia ADP  ,179K,170K,176K,179000.0,170000.0,176000.0
2016-08-03 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"51,4","51,0","50,9",51.4,51.0,50.9
2016-08-03 16:00:00,USD,3,Wskaźnik ISM dla usług  ,"55,5","56,0","56,5",55.5,56.0,56.5
2016-08-03 16:30:00,USD,3,Zapasy ropy naftowej,"1,413M","-1,363M","1,671M",1413000.0,-1363000.0,1671000.0
2016-08-04 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,269K,265K,266K,269000.0,265000.0,266000.0
2016-08-05 14:30:00,USD,3,Przeciętne godzinowe wynagrodzenie (m/m)  ,"0,3%","0,2%","0,1%",0.3%,0.2%,0.1%
2016-08-05 14:30:00,USD,3,Zmiana zatrudnienia w sektorach pozarolniczych  ,255K,180K,292K,255000.0,180000.0,292000.0
2016-08-05 14:30:00,USD,3,Stopa bezrobocia  ,"4,9%","4,8%","4,9%",4.9%,4.8%,4.9%
2016-08-10 16:00:00,USD,3,Badanie ofert pracy i rotacji pracowników (JOLTS) - USA  ,"5,624M","5,574M","5,514M",5624000.0,5574000.0,5514000.0
2016-08-10 16:30:00,USD,3,Zapasy ropy naftowej,"1,055M","-1,025M","1,413M",1055000.0,-1024999.9999999999,1413000.0
2016-08-11 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,266K,265K,267K,266000.0,265000.0,267000.0
2016-08-12 14:30:00,USD,3,Bazowa sprzedaż detaliczna (m/m)  ,"-0,3%","0,2%","0,9%",-0.3%,0.2%,0.9%
2016-08-12 14:30:00,USD,3,Wskaźnik PPI (m/m)  ,"-0,4%","0,1%","0,5%",-0.4%,0.1%,0.5%
2016-08-12 14:30:00,USD,3,Sprzedaż detaliczna (m/m)  ,"0,0%","0,4%","0,8%",0.0%,0.4%,0.8%
2016-08-16 14:30:00,USD,3,Bazowy wskaźnik CPI (m/m)  ,"0,1%","0,2%","0,2%",0.1%,0.2%,0.2%
2016-08-16 14:30:00,USD,3,Wskaźnik CPI (m/m)  ,"0,0%","0,1%","0,2%",0.0%,0.1%,0.2%
2016-08-16 14:30:00,USD,3,Wskaźnik CPI (r/r)  ,"0,8%","0,9%","1,0%",0.8%,0.9%,1.0%
2016-08-17 16:30:00,USD,3,Zapasy ropy naftowej,"-2,508M","0,522M","1,055M",-2508000.0,522000.0,1055000.0
2016-08-18 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,262K,265K,266K,262000.0,265000.0,266000.0
2016-08-18 14:30:00,USD,3,Wskaźnik przemysłowy wg Fed z Filadelfii  ,"2,0","2,0","-2,9",2.0,2.0,-2.9
2016-08-23 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"52,1","52,7","52,9",52.1,52.7,52.9
2016-08-23 16:00:00,USD,3,Sprzedaż nowych nieruchomości  ,654K,580K,582K,654000.0,580000.0,582000.0
2016-08-24 16:00:00,USD,3,Sprzedaż domów na rynku wtórnym  ,"5,39M","5,51M","5,57M",5390000.0,5510000.0,5570000.0
2016-08-24 16:30:00,USD,3,Zapasy ropy naftowej,"2,501M","-0,455M","-2,508M",2501000.0,-455000.0,-2508000.0
2016-08-25 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,261K,265K,262K,261000.0,265000.0,262000.0
2016-08-25 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"50,9","52,0","51,4",50.9,52.0,51.4
2016-08-26 14:30:00,USD,3,PKB (k/k)  (Q2),"1,1%","1,1%","1,2%",1.1%,1.1%,1.2%
2016-08-29 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (Core PCE) (r/r)  ,"1,6%","1,5%","1,6%",1.6%,1.5%,1.6%
2016-08-29 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (PCE) (m/m)  ,"0,1%","0,1%","0,1%",0.1%,0.1%,0.1%
2016-08-30 16:00:00,USD,3,Wskaźnik zaufania konsumentów wg Conference Board  ,"101,1","97,0","96,7",101.1,97.0,96.7
2016-08-31 14:15:00,USD,3,Zmiana pozarolniczego zatrudnienia ADP  ,177K,175K,194K,177000.0,175000.0,194000.0
2016-08-31 16:30:00,USD,3,Zapasy ropy naftowej,"2,276M","0,921M","2,501M",2276000.0,921000.0,2501000.0
2016-09-01 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,263K,265K,261K,263000.0,265000.0,261000.0
2016-09-01 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"52,0","52,1","52,1",52.0,52.1,52.1
2016-09-01 16:00:00,USD,3,Wskaźnik ISM dla przemysłu  ,"49,4","52,0","52,6",49.4,52.0,52.6
2016-09-02 14:30:00,USD,3,Przeciętne godzinowe wynagrodzenie (m/m)  ,"0,1%","0,2%","0,3%",0.1%,0.2%,0.3%
2016-09-02 14:30:00,USD,3,Zmiana zatrudnienia w sektorach pozarolniczych  ,151K,180K,275K,151000.0,180000.0,275000.0
2016-09-02 14:30:00,USD,3,Stopa bezrobocia  ,"4,9%","4,8%","4,9%",4.9%,4.8%,4.9%
2016-09-03 12:55:00,USD,3,Wskaźnik PMI dla usług,"51,0","50,9","50,9",51.0,50.9,50.9
2016-09-06 16:00:00,USD,3,Wskaźnik ISM dla usług  ,"51,4","55,0","55,5",51.4,55.0,55.5
2016-09-07 16:00:00,USD,3,Badanie ofert pracy i rotacji pracowników (JOLTS) - USA  ,"5,871M","5,580M","5,643M",5871000.0,5580000.0,5643000.0
2016-09-08 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,259K,265K,263K,259000.0,265000.0,263000.0
2016-09-08 17:00:00,USD,3,Zapasy ropy naftowej,"-14,513M","0,225M","2,276M",-14513000.0,225000.0,2276000.0
2016-09-14 16:30:00,USD,3,Zapasy ropy naftowej,"-0,559M","3,800M","-14,513M",-559000.0,3800000.0,-14513000.0
2016-09-15 14:30:00,USD,3,Bazowa sprzedaż detaliczna (m/m)  ,"-0,1%","0,2%","-0,4%",-0.1%,0.2%,-0.4%
2016-09-15 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,260K,265K,259K,260000.0,265000.0,259000.0
2016-09-15 14:30:00,USD,3,Wskaźnik przemysłowy wg Fed z Filadelfii  ,"12,8","1,0","2,0",12.8,1.0,2.0
2016-09-15 14:30:00,USD,3,Wskaźnik PPI (m/m)  ,"0,0%","0,1%","-0,4%",0.0%,0.1%,-0.4%
2016-09-15 14:30:00,USD,3,Sprzedaż detaliczna (m/m)  ,"-0,3%","-0,1%","0,1%",-0.3%,-0.1%,0.1%
2016-09-16 14:30:00,USD,3,Bazowy wskaźnik CPI (m/m)  ,"0,3%","0,2%","0,1%",0.3%,0.2%,0.1%
2016-09-16 14:30:00,USD,3,Wskaźnik CPI (r/r)  ,"1,1%","1,0%","0,8%",1.1%,1.0%,0.8%
2016-09-16 14:30:00,USD,3,Wskaźnik CPI (m/m)  ,"0,2%","0,1%","0,0%",0.2%,0.1%,0.0%
2016-09-21 16:30:00,USD,3,Zapasy ropy naftowej,"-6,200M","3,350M","-0,559M",-6200000.0,3350000.0,-559000.0
2016-09-21 20:00:00,USD,3,Decyzja w sprawie stóp procentowych,"0,50%","0,50%","0,50%",0.50%,0.50%,0.50%
2016-09-22 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,252K,262K,260K,252000.0,262000.0,260000.0
2016-09-22 16:00:00,USD,3,Sprzedaż domów na rynku wtórnym  ,"5,33M","5,45M","5,38M",5330000.0,5450000.0,5380000.0
2016-09-23 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"51,4","51,9","52,0",51.4,51.9,52.0
2016-09-26 16:00:00,USD,3,Sprzedaż nowych nieruchomości  ,609K,600K,659K,609000.0,600000.0,659000.0
2016-09-27 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"51,9","51,1","51,0",51.9,51.1,51.0
2016-09-27 16:00:00,USD,3,Wskaźnik zaufania konsumentów wg Conference Board  ,"104,1","99,0","101,8",104.1,99.0,101.8
2016-09-28 16:30:00,USD,3,Zapasy ropy naftowej,"-1,882M","2,995M","-6,200M",-1882000.0,2995000.0,-6200000.0
2016-09-29 14:30:00,USD,3,PKB (k/k)  (Q2),"1,4%","1,3%","1,1%",1.4%,1.3%,1.1%
2016-09-29 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,254K,260K,251K,254000.0,260000.0,251000.0
2016-09-30 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (PCE) (m/m)  ,"0,2%","0,2%","0,1%",0.2%,0.2%,0.1%
2016-09-30 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (Core PCE) (r/r)  ,"1,7%","1,7%","1,6%",1.7%,1.7%,1.6%
2016-10-03 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"51,5","51,4","51,4",51.5,51.4,51.4
2016-10-03 16:00:00,USD,3,Wskaźnik ISM dla przemysłu  ,"51,5","50,3","49,4",51.5,50.3,49.4
2016-10-05 14:15:00,USD,3,Zmiana pozarolniczego zatrudnienia ADP  ,154K,166K,175K,154000.0,166000.0,175000.0
2016-10-05 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"52,3","51,9","51,9",52.3,51.9,51.9
2016-10-05 16:00:00,USD,3,Wskaźnik ISM dla usług  ,"57,1","53,0","51,4",57.1,53.0,51.4
2016-10-05 16:30:00,USD,3,Zapasy ropy naftowej,"-2,976M","2,560M","-1,882M",-2976000.0,2560000.0,-1882000.0
2016-10-06 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,249K,257K,254K,249000.0,257000.0,254000.0
2016-10-07 14:30:00,USD,3,Przeciętne godzinowe wynagrodzenie (m/m)  ,"0,2%","0,2%","0,1%",0.2%,0.2%,0.1%
2016-10-07 14:30:00,USD,3,Zmiana zatrudnienia w sektorach pozarolniczych  ,156K,175K,167K,156000.0,175000.0,167000.0
2016-10-07 14:30:00,USD,3,Stopa bezrobocia  ,"5,0%","4,9%","4,9%",5.0%,4.9%,4.9%
2016-10-12 16:00:00,USD,3,Badanie ofert pracy i rotacji pracowników (JOLTS) - USA  ,"5,443M","5,724M","5,831M",5443000.0,5724000.0,5831000.0
2016-10-13 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,246K,254K,246K,246000.0,254000.0,246000.0
2016-10-13 17:00:00,USD,3,Zapasy ropy naftowej,"4,900M","0,650M","-2,976M",4900000.0,650000.0,-2976000.0
2016-10-14 14:30:00,USD,3,Bazowa sprzedaż detaliczna (m/m)  ,"0,5%","0,4%","-0,2%",0.5%,0.4%,-0.2%
2016-10-14 14:30:00,USD,3,Wskaźnik PPI (m/m)  ,"0,3%","0,2%","0,0%",0.3%,0.2%,0.0%
2016-10-14 14:30:00,USD,3,Sprzedaż detaliczna (m/m)  ,"0,6%","0,6%","-0,2%",0.6%,0.6%,-0.2%
2016-10-18 14:30:00,USD,3,Bazowy wskaźnik CPI (m/m)  ,"0,1%","0,2%","0,3%",0.1%,0.2%,0.3%
2016-10-18 14:30:00,USD,3,Wskaźnik CPI (m/m)  ,"0,3%","0,3%","0,2%",0.3%,0.3%,0.2%
2016-10-18 14:30:00,USD,3,Wskaźnik CPI (r/r)  ,"1,5%","1,5%","1,1%",1.5%,1.5%,1.1%
2016-10-19 16:30:00,USD,3,Zapasy ropy naftowej,"-5,247M","2,705M","4,900M",-5247000.0,2705000.0,4900000.0
2016-10-20 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,260K,250K,247K,260000.0,250000.0,247000.0
2016-10-20 14:30:00,USD,3,Wskaźnik przemysłowy wg Fed z Filadelfii  ,"9,7","5,3","12,8",9.7,5.3,12.8
2016-10-20 16:00:00,USD,3,Sprzedaż domów na rynku wtórnym  ,"5,47M","5,35M","5,30M",5470000.0,5350000.0,5300000.0
2016-10-24 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"53,2","51,5","51,5",53.2,51.5,51.5
2016-10-25 16:00:00,USD,3,Wskaźnik zaufania konsumentów wg Conference Board  ,"98,6","101,0","103,5",98.6,101.0,103.5
2016-10-26 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"54,8","52,3","52,3",54.8,52.3,52.3
2016-10-26 16:00:00,USD,3,Sprzedaż nowych nieruchomości  ,593K,600K,575K,593000.0,600000.0,575000.0
2016-10-26 16:30:00,USD,3,Zapasy ropy naftowej,"-0,553M","1,699M","-5,200M",-553000.0,1699000.0,-5200000.0
2016-10-27 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,258K,255K,261K,258000.0,255000.0,261000.0
2016-10-28 14:30:00,USD,3,PKB (k/k)  (Q3),"2,9%","2,5%","1,4%",2.9%,2.5%,1.4%
2016-10-31 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (PCE) (m/m)  ,"0,1%","0,1%","0,2%",0.1%,0.1%,0.2%
2016-10-31 14:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (Core PCE) (r/r)  ,"1,7%","1,7%","1,7%",1.7%,1.7%,1.7%
2016-11-01 15:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"53,4","53,3","53,2",53.4,53.3,53.2
2016-11-01 16:00:00,USD,3,Wskaźnik ISM dla przemysłu  ,"51,9","51,7","51,5",51.9,51.7,51.5
2016-11-02 14:15:00,USD,3,Zmiana pozarolniczego zatrudnienia ADP  ,147K,165K,202K,147000.0,165000.0,202000.0
2016-11-02 16:30:00,USD,3,Zapasy ropy naftowej,"14,420M","1,013M","-0,553M",14420000.0,1012999.9999999999,-553000.0
2016-11-02 20:00:00,USD,3,Decyzja w sprawie stóp procentowych,"0,50%","0,50%","0,50%",0.50%,0.50%,0.50%
2016-11-03 14:30:00,USD,3,Zadeklarowani wstępni bezrobotni,265K,258K,258K,265000.0,258000.0,258000.0
2016-11-03 15:45:00,USD,3,Wskaźnik PMI dla usług  ,"54,8","54,8","54,8",54.8,54.8,54.8
2016-11-03 16:00:00,USD,3,Wskaźnik ISM dla usług  ,"54,8","56,0","57,1",54.8,56.0,57.1
2016-11-04 14:30:00,USD,3,Przeciętne godzinowe wynagrodzenie (m/m)  ,"0,4%","0,3%","0,3%",0.4%,0.3%,0.3%
2016-11-04 14:30:00,USD,3,Zmiana zatrudnienia w sektorach pozarolniczych  ,161K,175K,191K,161000.0,175000.0,191000.0
2016-11-04 14:30:00,USD,3,Stopa bezrobocia  ,"4,9%","4,9%","5,0%",4.9%,4.9%,5.0%
2016-11-08 17:00:00,USD,3,Badanie ofert pracy i rotacji pracowników (JOLTS) - USA  ,"5,486M","5,508M","5,453M",5486000.0,5508000.0,5453000.0
2016-11-09 17:30:00,USD,3,Zapasy ropy naftowej,"2,432M","1,330M","14,420M",2432000.0,1330000.0,14420000.0
2016-11-10 15:30:00,USD,3,Zadeklarowani wstępni bezrobotni,254K,260K,265K,254000.0,260000.0,265000.0
2016-11-15 15:30:00,USD,3,Bazowa sprzedaż detaliczna (m/m)  ,"0,8%","0,5%","0,7%",0.8%,0.5%,0.7%
2016-11-15 15:30:00,USD,3,Sprzedaż detaliczna (m/m)  ,"0,8%","0,6%","1,0%",0.8%,0.6%,1.0%
2016-11-16 15:30:00,USD,3,Wskaźnik PPI (m/m)  ,"0,0%","0,3%","0,3%",0.0%,0.3%,0.3%
2016-11-16 17:30:00,USD,3,Zapasy ropy naftowej,"5,274M","1,480M","2,432M",5274000.0,1480000.0,2432000.0
2016-11-17 15:30:00,USD,3,Bazowy wskaźnik CPI (m/m)  ,"0,1%","0,2%","0,1%",0.1%,0.2%,0.1%
2016-11-17 15:30:00,USD,3,Wskaźnik CPI (r/r)  ,"1,6%","1,6%","1,5%",1.6%,1.6%,1.5%
2016-11-17 15:30:00,USD,3,Wskaźnik CPI (m/m)  ,"0,4%","0,4%","0,3%",0.4%,0.4%,0.3%
2016-11-17 15:30:00,USD,3,Zadeklarowani wstępni bezrobotni,235K,257K,254K,235000.0,257000.0,254000.0
2016-11-17 15:30:00,USD,3,Wskaźnik przemysłowy wg Fed z Filadelfii  ,"7,6","8,0","9,7",7.6,8.0,9.7
2016-11-22 17:00:00,USD,3,Sprzedaż domów na rynku wtórnym  ,"5,60M","5,43M","5,49M",5600000.0,5430000.0,5490000.0
2016-11-23 15:30:00,USD,3,Zadeklarowani wstępni bezrobotni,251K,250K,233K,251000.0,250000.0,233000.0
2016-11-23 16:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"53,9","53,4","53,4",53.9,53.4,53.4
2016-11-23 17:00:00,USD,3,Sprzedaż nowych nieruchomości  ,563K,593K,574K,563000.0,593000.0,574000.0
2016-11-23 17:30:00,USD,3,Zapasy ropy naftowej,"-1,255M","0,671M","5,274M",-1255000.0,671000.0,5274000.0
2016-11-25 16:45:00,USD,3,Wskaźnik PMI dla usług  ,"54,7","54,8","54,8",54.7,54.8,54.8
2016-11-29 15:30:00,USD,3,PKB (k/k)  (Q3),"3,2%","3,0%","2,9%",3.2%,3.0%,2.9%
2016-11-29 17:00:00,USD,3,Wskaźnik zaufania konsumentów wg Conference Board  ,"107,1","101,2","100,8",107.1,101.2,100.8
2016-11-30 15:15:00,USD,3,Zmiana pozarolniczego zatrudnienia ADP  ,216K,165K,119K,216000.0,165000.0,119000.0
2016-11-30 15:30:00,USD,3,Bazowy indeks cen wydatków konsumpcyjnych (PCE) (m/m)  ,"0,1%","0,1%","0,1%",0.1%,0.1%,0.1%
2016-11-30 17:30:00,USD,3,Zapasy ropy naftowej,"-0,884M","0,636M","-1,255M",-884000.0,636000.0,-1255000.0
2016-12-01 15:30:00,USD,3,Zadeklarowani wstępni bezrobotni,268K,253K,251K,268000.0,253000.0,251000.0
2016-12-01 16:45:00,USD,3,Wskaźnik PMI dla przemysłu  ,"54,1","53,9","53,9",54.1,53.9,53.9
2016-12-01 17:00:00,USD,3,Wskaźnik ISM dla przemysłu  ,"53,2","52,2","51,9",53.2,52.2,51.9
2016-12-02 15:30:00,USD,3,Przeciętne godzinowe wynagrodzenie (m/m)  ,"-0,1%","0,2%","0,4%",-0.1%,0.2%,0.4%
2016-12-02 15:30:00,USD,3,Zmiana zatrudnienia w sektorach pozarolniczych  ,178K,175K,142K,178000.0,175000.0,142000.0
2016-12-02 15:30:00,USD,3,Stopa bezrobocia  ,"4,6%","4,9%","4,9%",4.6%,4.9%,4.9%
2016-12-05 16:45:00,USD,3,Wskaźnik PMI dla usług  ,"54,6","54,9","54,7",54.6,54.9,54.7
2016-12-05 17:00:00,USD,3,Wskaźnik ISM dla usług  ,"57,2","55,4","54,8",57.2,55.4,54.8
2016-12-07 17:00:00,USD,3,Badanie ofert pracy i rotacji pracowników (JOLTS) - USA  ,"5,534M","5,500M","5,631M",5534000.0,5500000.0,5631000.0
2016-12-07 17:30:00,USD,3,Zapasy ropy naftowej,"-2,389M","-1,032M","-0,884M",-2389000.0,-1032000.0,-884000.0
2016-12-08 15:30:00,USD,3,Zadeklarowani wstępni bezrobotni,258K,258K,268K,258000.0,258000.0,268000.0
2016-12-14 15:30:00,USD,3,Bazowa sprzedaż detaliczna (m/m)  ,"0,2%","0,4%","0,6%",0.2%,0.4%,0.6%
2016-12-14 15:30:00,USD,3,Wskaźnik PPI (m/m)  ,"0,4%","0,1%","0,0%",0.4%,0.1%,0.0%
2016-12-14 15:30:00,USD,3,Sprzedaż detaliczna (m/m)  ,"0,1%","0,3%","0,6%",0.1%,0.3%,0.6%
2016-12-14 17:30:00,USD,3,Zapasy ropy naftowej,"-2,563M","-1,584M","-2,389M",-2563000.0,-1584000.0,-2389000.0
2016-12-14 21:00:00,USD,3,Decyzja w sprawie stóp procentowych,"0,75%","0,75%","0,50%",0.75%,0.75%,0.50%
2016-12-15 15:30:00,USD,3,Bazowy wskaźnik CPI (m/m)  ,"0,2%","0,2%","0,1%",0.2%,0.2%,0.1%
2016-12-15 15:30:00,USD,3,Wskaźnik CPI (m/m)  ,"0,2%","0,2%","0,4%",0.2%,0.2%,0.4%
2016-12-15 15:30:00,USD,3,Wskaźnik CPI (r/r)  ,"1,7%","1,7%","1,6%",1.7%,1.7%,1.6%
2016-12-15 15:30:00,USD,3,Zadeklarowani wstępni bezrobotni,254K,255K,258K,254000.0,255000.0,258000.0
2016-12-15 15:30:00,USD,3,Wskaźnik przemysłowy wg Fed z Filadelfii  ,"21,5","9,0","7,6",21.5,9.0,7.6
